ZONA,NomeZona,NumeroMuni,NomeMunici,NumDistrit,NomeDistri,Area_ha_2,indirect2,indirect,direct,d1cptm,d2cptm,d3cptm,Vol00_Vol00_sum,Vol05_Vol05_sum,Vol10_Vol10_sum,Vol15_Vol15_sum,Vol20_Vol20_sum,Vol95_Vol95_sum
29,Masp,36,São Paulo,7,Bela Vista,57.27,1,1,0,0,0,0,8246630,8253676,8260723,8312623,8543669,8214128
30,Higienópolis,36,São Paulo,26,Consolação,67.81,1,1,0,0,0,0,8601930,8603917,8605933,8614321,8648074,8582820
31,Vila Buarque,36,São Paulo,26,Consolação,89.58,1,1,0,0,0,0,9849620,9904633,9959697,10005910,10016920,9848492
32,Consolação,36,São Paulo,26,Consolação,57.23,1,1,1,0,0,0,7012092,7017617,7023170,7048144,7150907,6977839
33,Pacaembu,36,São Paulo,26,Consolação,90.45,1,1,0,0,0,0,4386868,4410685,4434500,4461646,4501911,4349962
34,FAAP,36,São Paulo,26,Consolação,74.45,1,1,0,0,0,0,7435097,7484227,7533509,7615184,7826691,7353636
35,Santa Cecília,36,São Paulo,70,Santa Cecília,144.09,1,1,0,0,0,0,16437149,16452325,16467445,16479617,16479617,16437149
36,Marechal Deodoro,36,São Paulo,70,Santa Cecília,142.2,1,0,0,0,0,0,16029465,16043933,16058444,16070400,16072231,15902913
37,Rudge,36,São Paulo,70,Santa Cecília,84.73,1,0,0,0,0,0,4364147,4364301,4364458,4364595,4364595,4364147
38,Catumbi,36,São Paulo,8,Belém,81.44,0,0,0,0,0,0,3177847,3183945,3190067,3194951,3194951,3177847
39,Belém,36,São Paulo,8,Belém,160.71,0,0,0,0,0,0,6799610,6813689,6829139,6842698,6853891,6799610
40,Quarta Parada,36,São Paulo,8,Belém,127.4,0,0,0,0,0,0,5676821,5676821,5676821,5676821,5676821,5676821
41,Belenzinho,36,São Paulo,8,Belém,180.11,0,0,0,0,0,0,12205381,12205381,12205381,12205461,12205897,12205381
42,Celso Garcia,36,São Paulo,8,Belém,63.89,0,0,0,0,0,0,3701612,3701612,3701612,3701612,3701612,3701612
43,Mooca,36,São Paulo,54,Mooca,271.79,1,0,0,0,0,0,17616831,17621635,17626445,17638177,17677358,17609327
44,Alto da Mooca,36,São Paulo,54,Mooca,141.65,1,1,0,0,0,0,10188442,10188442,10188442,10188442,10188442,10188442
45,Parque da Mooca,36,São Paulo,54,Mooca,381.42,1,1,0,0,0,0,28306068,28324876,28343732,28362405,28380711,28305597
46,Água Rasa,36,São Paulo,1,Água Rasa,315.81,1,1,0,0,0,0,17989128,17989128,17989128,17992381,18008641,17989128
47,Vila Bertioga,36,São Paulo,1,Água Rasa,195.28,1,0,0,0,0,0,12722905,12722905,12722905,12724489,12732420,12722905
48,Regente Feijó,36,São Paulo,1,Água Rasa,203.96,1,0,0,0,0,0,12389277,12406042,12422806,12436192,12436192,12389277
49,Ana Rosa,36,São Paulo,92,Vila Mariana,94.46,0,0,0,0,0,0,7490959,7490959,7490959,7493413,7505676,7490959
50,Jardim da Glória,36,São Paulo,92,Vila Mariana,88.43,0,0,0,0,0,0,5209549,5213277,5217013,5219997,5219997,5209549
51,Chácara Klabin,36,São Paulo,92,Vila Mariana,97.57,0,0,0,0,0,0,10244832,10244832,10244832,10244832,10244832,10244832
52,Vila Mariana,36,São Paulo,92,Vila Mariana,59.61,0,0,0,0,0,0,5533959,5533959,5533959,5533959,5533959,5533959
53,Santa Cruz,36,São Paulo,92,Vila Mariana,108.52,0,0,0,0,0,0,9261406,9268458,9275510,9281143,9281143,9253408
54,Vila Clementino,36,São Paulo,92,Vila Mariana,93.7,0,0,0,0,0,0,8667427,8667427,8667427,8667427,8667427,8667427
55,França Pinto,36,São Paulo,92,Vila Mariana,112.14,0,0,0,0,0,0,10657317,10674829,10692393,10712269,10741528,10657317
56,Rodrigues Alves,36,São Paulo,92,Vila Mariana,103.55,0,0,0,0,0,0,12767099,12820483,12873808,12917368,12921374,12767099
57,Paraíso,36,São Paulo,92,Vila Mariana,96.28,0,0,0,0,0,0,16088797,16209193,16329505,16425696,16425696,16082331
58,Bosque da Saúde,36,São Paulo,79,Saúde,169.91,0,0,0,0,0,0,16749630,16749630,16749630,16749630,16749630,16749630
59,Saúde,36,São Paulo,79,Saúde,260.81,0,0,0,0,0,0,23088359,23090811,23093231,23096088,23100498,23088359
60,Planalto Paulista,36,São Paulo,79,Saúde,321.66,0,0,0,0,0,0,16226397,16234783,16243157,16251402,16258927,16226397
61,Mirandópolis,36,São Paulo,79,Saúde,173.45,0,0,0,0,0,0,15095666,15100415,15105161,15108949,15108949,15095666
62,Parque Ibirapuera,36,São Paulo,53,Moema,283.7,0,0,0,0,0,0,8335378,8450501,8593050,8730281,8905338,8331841
63,Jardim Luzitânia,36,São Paulo,53,Moema,103.07,0,0,0,0,0,0,5594151,5638306,5682801,5728391,5779197,5574059
64,Moema,36,São Paulo,53,Moema,175.13,0,0,0,0,0,0,20390373,20411658,20432964,20452531,20464905,20390373
65,Vila Helena,36,São Paulo,53,Moema,104.82,0,0,0,0,0,0,13479776,13541662,13603533,13661697,13704935,13479776
66,Bandeirantes,36,São Paulo,53,Moema,133.42,0,0,0,0,0,0,10627949,10631138,10634369,10636946,10636946,10627949
67,Vila Nova Conceição,36,São Paulo,53,Moema,112.48,0,0,0,0,0,0,8080850,8299176,8517473,8707056,8779904,8070873
68,Chácara Itaim,36,São Paulo,34,Itaim Bibi,204.01,1,0,0,0,0,0,23962837,24044553,24126410,24192479,24195776,23960769
69,Vila Olímpia,36,São Paulo,34,Itaim Bibi,89.63,1,0,0,0,0,0,12163292,12164095,12164864,12165492,12165492,12163292
70,Hélio Pelegrino,36,São Paulo,34,Itaim Bibi,103.38,1,0,0,0,0,0,12050009,12071651,12093299,12110619,12110619,12050009
71,Brooklin,36,São Paulo,34,Itaim Bibi,234.25,1,0,0,0,0,0,16421683,16437251,16452863,16473262,16512745,16411826
72,Vila Cordeiro,36,São Paulo,34,Itaim Bibi,176.69,1,1,0,0,0,0,12288843,12291546,12294225,12299224,12313548,12257077
73,Berrini,36,São Paulo,34,Itaim Bibi,197.39,1,0,0,0,0,0,18172817,18196541,18220320,18256864,18344607,18131147
74,Campinas,36,São Paulo,44,Jardim Paulista,49.08,1,0,0,0,0,0,7578042,7632251,7686507,7732410,7745594,7105721
75,Pamplona,36,São Paulo,44,Jardim Paulista,51.34,1,0,0,0,0,0,8112058,8124091,8136163,8145805,8145805,8092462
76,Jardins,36,São Paulo,44,Jardim Paulista,237.7,1,1,0,0,0,0,14677269,14752933,14828611,14890210,14895444,14669621
77,Clínicas,36,São Paulo,44,Jardim Paulista,128.72,1,1,0,0,0,0,14820605,14864399,14908253,15033596,15093712,14819855
78,Oscar Freire,36,São Paulo,44,Jardim Paulista,100.01,1,1,0,0,0,0,14370884,14388444,14406079,14426261,14457013,14178907
79,Trianon,36,São Paulo,44,Jardim Paulista,59.81,1,1,0,0,0,0,7432202,7512149,7592100,7759495,8276023,7403656
80,Jardim Paulistano,36,São Paulo,63,Pinheiros,98.98,1,1,1,0,0,0,11922188,11940887,11959561,11974525,11974525,11922034
81,Jardim Europa,36,São Paulo,63,Pinheiros,308.02,1,1,0,0,0,0,18856807,19225531,19594364,19903426,19964293,18800716
82,Pinheiros,36,São Paulo,63,Pinheiros,202.58,1,1,1,0,0,0,19141573,19167287,19195368,19255016,19446543,19141573
83,Vila Madalena,36,São Paulo,63,Pinheiros,219.31,1,1,0,0,0,0,17654628,17668850,17683119,17700528,17730341,17652566
84,PUC,36,São Paulo,61,Perdizes,73.32,0,0,0,0,0,0,8723298,8741776,8760289,8775107,8775107,8723298
85,Cardoso de Almeida,36,São Paulo,61,Perdizes,63.39,0,0,0,0,0,0,6125802,6125802,6125802,6125802,6125802,6125802
86,Zequinha de Abreu,36,São Paulo,61,Perdizes,49.61,0,0,0,0,0,0,3720083,3752172,3784294,3809972,3809972,3720083
87,Sumaré,36,São Paulo,61,Perdizes,139.16,0,0,0,0,0,0,11810225,11884678,11959017,12018551,12018551,11802340
88,Perdizes,36,São Paulo,61,Perdizes,168.45,0,0,0,0,0,0,19634849,19669029,19703268,19730719,19730719,19612624
89,Vila Anglo Brasileira,36,São Paulo,61,Perdizes,79.12,0,0,0,0,0,0,6849494,6849494,6849494,6849494,6849494,6849494
90,Pompéia,36,São Paulo,61,Perdizes,60,0,0,0,0,0,0,5793737,5793737,5793737,5793737,5793737,5793737
91,Santa Marina,36,São Paulo,6,Barra Funda,295.36,0,0,0,0,0,0,13370016,13466403,13576753,13664071,13686499,13366578
92,Barra Funda,36,São Paulo,6,Barra Funda,118.21,0,0,0,0,0,0,6454474,6500003,6545573,6582269,6583545,6454474
93,Francisco Matarazzo,36,São Paulo,6,Barra Funda,105.13,0,0,0,0,0,0,7867560,7882553,7897549,7924688,8012709,7867560
94,Água Branca,36,São Paulo,6,Barra Funda,71.11,0,0,0,0,0,0,5711682,5769891,5828053,5874639,5874639,5711682
95,Vila Beatriz,36,São Paulo,2,Alto de Pinheiros,183.66,1,0,0,0,0,0,14472702,14541192,14609777,14679043,14751502,14459831
96,Alto de Pinheiros,36,São Paulo,2,Alto de Pinheiros,253.17,1,1,0,0,0,0,10882155,10917459,10952746,10982971,10992950,10874404
97,Boaçava,36,São Paulo,2,Alto de Pinheiros,314.44,1,0,0,0,0,0,12548303,12630881,12715805,12805350,12884130,12507173
98,Vila Anastácio,36,São Paulo,48,Lapa,164.66,0,0,0,0,0,0,8040378,8042800,8046186,8049976,8058050,8040027
99,Lapa de Baixo,36,São Paulo,48,Lapa,242.69,0,0,0,0,0,0,12313582,12351117,12391058,12423353,12434962,12313562
100,Lapa,36,São Paulo,48,Lapa,225.22,0,0,0,0,0,0,16029624,16035164,16040705,16048169,16063321,16029624
101,Vila Ipojuca,36,São Paulo,48,Lapa,168.47,0,0,0,0,0,0,14541209,14542488,14543767,14544774,14544774,14541209
102,Alto da Lapa,36,São Paulo,48,Lapa,159.95,0,0,0,0,0,0,10514559,10566234,10617878,10659276,10659276,10511482
103,Gavião Peixoto,36,São Paulo,48,Lapa,68.96,0,0,0,0,0,0,3343653,3351838,3360007,3366570,3366570,3341789
104,Bela Aliança,36,São Paulo,90,Vila Leopoldina,71.35,0,0,0,0,0,0,4863031,4869099,4875137,4879989,4879989,4863031
105,Vila Hamburguesa,36,São Paulo,90,Vila Leopoldina,149.18,0,0,0,0,0,0,10059642,10059916,10060201,10060417,10060417,10057877
106,CEASA,36,São Paulo,90,Vila Leopoldina,197.78,0,0,0,0,0,0,8378059,8387228,8396380,8403760,8403998,8339995
107,Vila Leopoldina,36,São Paulo,90,Vila Leopoldina,91.65,0,0,0,0,0,0,11323948,11324714,11325507,11326140,11326140,11300535
108,Emissário,36,São Paulo,90,Vila Leopoldina,190.52,0,0,0,0,0,0,5476653,5495412,5514203,5544347,5649708,5467631
109,Vila Zatt,36,São Paulo,64,Pirituba,1220.22,0,0,0,0,0,1,46590501,46985120,47405615,47791219,48135741,46352321
110,Pirituba,36,São Paulo,64,Pirituba,488.92,0,0,0,0,0,0,24169520,24267849,24374953,24511472,24785870,24160921
111,São Domingos,36,São Paulo,73,São Domingos,581.76,0,0,0,0,0,0,28012110,28163374,28325317,28467226,28546704,27998441
112,Jardim Mutinga,36,São Paulo,73,São Domingos,411.97,0,0,0,0,0,1,18840394,19102247,19395993,19727691,19950811,17993532
113,Vila Jaguara,36,São Paulo,39,Jaguara,454.34,0,0,0,0,0,0,20482586,20594054,20705564,20800799,20835147,20458254
114,Parque do Jaraguá,36,São Paulo,41,Jaraguá,489.12,0,0,0,0,0,1,20411,22757,25710,40499,89197,19818
115,Nova Jaraguá,36,São Paulo,41,Jaraguá,777.78,0,0,0,1,1,1,20560903,21168084,21829628,22537323,23285706,19619263
116,Parada de Taipas,36,São Paulo,41,Jaraguá,1553.24,0,0,0,0,1,1,48063362,49391340,50802867,52388175,53903526,41891759
117,Parque Morro Doce,36,São Paulo,3,Anhanguera,1527.16,0,0,0,0,0,0,16360632,17782430,19648233,21780720,23094624,11044525
118,Anhanguera,36,São Paulo,3,Anhanguera,1812.79,0,0,0,0,0,1,3515671,3772537,4135459,4530838,5093428,2264241
119,Perus,36,São Paulo,62,Perus,2369.13,0,0,0,0,1,1,28132953,28603789,29290724,30203397,30957148,24946641
120,Vista Alegre,36,São Paulo,11,Brasilândia,742.47,0,0,0,0,0,1,261,261,261,8698,51549,125
121,Jardim Damasceno,36,São Paulo,11,Brasilândia,573.73,0,0,0,0,0,1,23322680,23938161,24594319,25266536,26020995,20632178
122,Vila Souza,36,São Paulo,11,Brasilândia,220.86,0,0,0,0,0,1,12792365,12894598,13104022,13296008,13585438,11602405
123,Vila Terezinha,36,São Paulo,11,Brasilândia,250.78,0,0,0,0,0,0,21031589,21033781,21035951,21037722,21037722,21031589
124,Brasilândia,36,São Paulo,11,Brasilândia,318.28,0,0,0,0,0,0,18999620,18999620,18999620,18999620,18999620,18996681
125,Vila Morro Grande,36,São Paulo,29,Freguesia do Ó,413.07,0,0,0,0,0,0,19153713,19271067,19401167,19543322,19640559,19137554
126,Itaberaba,36,São Paulo,29,Freguesia do Ó,207.42,0,0,0,0,0,0,12972615,13031506,13090345,13138897,13146108,12972615
127,Freguesia do Ó,36,São Paulo,29,Freguesia do Ó,485.85,0,0,0,0,0,0,28993910,29011940,29029983,29050139,29050373,28963151
128,Carandiru,36,São Paulo,71,Santana,38.03,0,0,0,0,0,0,1735362,1735362,1735362,1735362,1735362,1735362
129,Santana,36,São Paulo,71,Santana,54.36,0,0,0,0,0,0,3809987,3809987,3809987,3809987,3809987,3809987
130,Zaki Narchi,36,São Paulo,71,Santana,71.32,0,0,0,0,0,0,2183206,2190197,2197209,2206565,2225482,2183206
131,Tietê,36,São Paulo,71,Santana,78.6,0,0,0,0,0,0,3085624,3093771,3101917,3108468,3108468,3085624
132,Parque Anhembi,36,São Paulo,71,Santana,313.52,0,0,0,0,0,0,5047331,5085643,5124086,5171650,5200350,4971475
133,Alfredo Pujol,36,São Paulo,71,Santana,215.07,0,0,0,0,0,0,20637609,20671120,20704693,20731524,20731524,20576904
134,Santa Terezinha,36,São Paulo,71,Santana,251.08,0,0,0,0,0,0,17820534,17904953,17989353,18065589,18109251,17779080
135,Jardim São Paulo,36,São Paulo,71,Santana,291.23,0,0,0,0,0,0,21120673,21135521,21150411,21163218,21167777,21120673
136,Casa Verde,36,São Paulo,21,Casa Verde,325.35,0,0,0,0,0,0,18246741,18252311,18257894,18262338,18262338,18245440
137,Parque Peruche,36,São Paulo,21,Casa Verde,391.87,0,0,0,0,0,0,25371113,25405540,25439989,25479409,25538877,25287824
138,Limão,36,São Paulo,50,Limão,171.8,0,0,0,0,0,0,9570029,9574871,9579742,9584416,9588381,9569922
139,Jardim Primavera,36,São Paulo,50,Limão,192.75,0,0,0,0,0,0,10416977,10426589,10436223,10445392,10452845,10394082
140,Vila Santa Maria,36,São Paulo,50,Limão,277.94,0,0,0,0,0,0,17306221,17306221,17306221,17306221,17306221,17281055
141,Cachoeirinha,36,São Paulo,13,Cachoeirinha,478.58,0,0,0,0,0,0,27338399,27411977,27485624,27576547,27737012,27216022
142,Jardim Peri,36,São Paulo,13,Cachoeirinha,443.68,0,0,0,0,0,0,18882642,18997692,19132547,19335172,19643040,18710255
143,Reserva da Cantareira,36,São Paulo,13,Cachoeirinha,436.61,0,0,0,0,0,0,0,0,0,136,3812,0
144,Mandaqui,36,São Paulo,51,Mandaqui,552.45,0,0,0,0,0,0,36492541,36654989,36817518,36984886,37168082,36409887
145,Horto Florestal,36,São Paulo,51,Mandaqui,342.18,0,0,0,0,0,0,2729432,2852278,2984281,3282454,4116733,2633583
146,ETA Guaraú,36,São Paulo,51,Mandaqui,428.67,0,0,0,0,0,0,97784,99252,103819,113718,162700,97784
147,Parque Palmas do Tremembé,36,São Paulo,83,Tremembé,407.03,0,0,0,0,0,0,11977091,12195016,12484158,12820392,13160500,11713893
148,Tremembé,36,São Paulo,83,Tremembé,331.62,0,0,0,0,0,0,13146628,13544360,13991766,14530204,15623505,11741331
149,Cantareira,36,São Paulo,83,Tremembé,2886.45,0,0,0,0,0,1,70089,78181,92833,122965,265939,60244
150,Jardim das Pedras,36,São Paulo,83,Tremembé,1609.01,0,0,0,0,0,1,16739153,17639877,18769661,20289942,23067005,9943031
151,Jardim Guapira,36,São Paulo,83,Tremembé,548.53,0,0,0,0,0,0,35348039,35585463,35874674,36125462,36326143,31694498
152,Parada Inglesa,36,São Paulo,84,Tucuruvi,242.67,0,0,0,0,0,0,16512851,16513714,16514577,16515262,16515262,16512851
153,Tucuruvi,36,São Paulo,84,Tucuruvi,358.5,0,0,0,0,0,0,10234739,10445871,10703168,11084664,11659142,9973401
154,Vila Gustavo,36,São Paulo,84,Tucuruvi,345.8,0,0,0,0,0,0,20013718,20017872,20022036,20026761,20033819,20013718
155,Cohab Jova Rural,36,São Paulo,38,Jaçanã,254.58,0,0,0,0,0,1,12012429,12055050,12097740,12149283,12236839,11482513
156,Jaçanã,36,São Paulo,38,Jaçanã,386.23,0,0,0,0,0,1,15753756,15832970,15912192,15990885,16067360,15734292
157,Parque Edu Chaves,36,São Paulo,38,Jaçanã,109.91,0,0,0,0,0,1,4219577,4219577,4219577,4219577,4219577,4219577
158,Vila Medeiros,36,São Paulo,94,Vila Medeiros,335.02,0,0,0,0,0,0,17650974,17650974,17650974,17650974,17650974,17650974
159,Jardim Brasil,36,São Paulo,94,Vila Medeiros,454.37,0,0,0,0,0,1,17176899,17180228,17183557,17186624,17188674,17164051
160,Jardim Japão,36,São Paulo,91,Vila Maria,396.23,0,0,0,0,0,0,23066518,23088121,23109724,23129061,23139415,23062230
161,Parque Novo Mundo,36,São Paulo,91,Vila Maria,551.36,0,0,0,0,0,1,20847757,20983900,21120525,21265681,21449145,20612203
162,Vila Maria,36,São Paulo,91,Vila Maria,234.12,0,0,0,0,0,0,10659041,10659522,10660003,10660394,10660394,10659041
163,Vila Isolina Mazzei,36,São Paulo,88,Vila Guilherme,379.5,0,0,0,0,0,0,21469059,21473486,21477882,21481407,21481407,21469059
164,Vila Guilherme,36,São Paulo,88,Vila Guilherme,170.9,0,0,0,0,0,0,7094790,7095794,7096826,7097662,7097662,7094790
165,Coroa,36,São Paulo,88,Vila Guilherme,174.39,0,0,0,0,0,0,7902831,7910758,7918674,7925067,7925067,7902831
166,Gomes Cardim,36,São Paulo,82,Tatuapé,243.24,0,0,0,0,0,0,22090458,22132828,22175228,22212133,22226907,22090458
167,Tatuapé,36,São Paulo,82,Tatuapé,156.88,0,0,0,0,0,0,11961465,11961465,11961465,11964776,11981349,11961465
168,Chácara do Piqueri,36,São Paulo,82,Tatuapé,198.59,0,0,0,0,0,0,13812263,13842929,13873557,13901534,13918089,13812263
169,Parque São Jorge,36,São Paulo,82,Tatuapé,252.07,0,0,0,0,0,0,16159884,16175208,16190554,16202784,16202784,16159884
170,Penha,36,São Paulo,60,Penha,384.16,0,0,0,0,0,1,19568006,19586287,19604603,19624650,19654217,19567858
171,Tiquatira,36,São Paulo,60,Penha,324.46,0,0,0,0,0,1,17668316,17673364,17678382,17682584,17683230,17668316
172,Vila Esperança,36,São Paulo,60,Penha,228.82,0,0,0,0,0,0,11557950,11557950,11557950,11557950,11557950,11550913
173,Vila Ré,36,São Paulo,60,Penha,208.23,0,0,0,0,0,0,10525789,10525789,10525789,10525789,10525789,10525789
174,Rui Barbosa,36,São Paulo,18,Cangaíba,271.23,0,0,0,0,1,1,14047057,14048703,14050341,14051907,14053161,14040356
175,Estação Eng. Goulart,36,São Paulo,18,Cangaíba,193.33,0,0,0,0,1,1,11425801,11443585,11461335,11479217,11497613,11425801
176,Cangaíba,36,São Paulo,18,Cangaíba,333.53,0,0,0,0,0,1,18848763,18849232,18849680,18850056,18850056,18844576
177,Parque Ecológico do Tietê,36,São Paulo,18,Cangaíba,530.85,0,0,0,0,1,1,2057698,2084278,2110878,2140469,2172515,1948666
178,USP Leste I,36,São Paulo,18,Cangaíba,50.18,0,0,0,0,1,1,170935,211055,310255,397524,449418,170935
179,USP Leste II,36,São Paulo,28,Ermelino Matarazzo,122.83,0,0,0,0,1,1,44493,45103,45706,51689,81253,44493
180,Ermelino Matarazzo,36,São Paulo,28,Ermelino Matarazzo,448.82,0,0,0,1,1,1,20928329,20965444,21002541,21070089,21227430,20889192
181,Parque Buturussu,36,São Paulo,28,Ermelino Matarazzo,371.83,0,0,0,0,0,1,19919325,19919325,19919325,19919343,19919434,19919325
182,Ponte Rasa,36,São Paulo,65,Ponte Rasa,365.36,0,0,0,0,0,1,18347116,18347116,18347116,18347116,18347116,18347116
183,Burgo Paulista,36,São Paulo,65,Ponte Rasa,291.63,0,0,0,0,0,1,13607966,13607966,13607966,13607966,13607966,13602328
184,Limoeiro,36,São Paulo,89,Vila Jacuí,143.33,0,0,0,0,0,1,7465268,7465268,7465268,7465268,7465268,7465268
185,Laranja da China,36,São Paulo,89,Vila Jacuí,131.72,0,0,0,0,0,1,7083441,7083441,7083441,7083441,7083441,7083441
186,Pedro José Nunes,36,São Paulo,89,Vila Jacuí,86.18,0,0,0,0,0,1,3875694,3878689,3881717,3884134,3884177,3875694
187,Parque Cruzeiro do Sul,36,São Paulo,89,Vila Jacuí,249.91,0,0,0,0,0,1,10840500,10863897,10887372,10906253,10906699,10539415
188,Vila Jacuí,36,São Paulo,89,Vila Jacuí,211.87,0,0,0,0,0,1,10158602,10162075,10165570,10168335,10168335,10158602
189,Parada XV,36,São Paulo,36,Itaquera,324.46,0,0,0,0,0,1,16841426,16862688,16883963,16900986,16900986,16832982
190,Itaquera,36,São Paulo,36,Itaquera,283.17,0,0,0,0,0,0,14705953,14723022,14740090,14758894,14784563,14642306
191,Arena Corinthians,36,São Paulo,36,Itaquera,140.29,0,0,0,0,0,0,4474260,4513028,4551786,4583273,4585930,4474260
192,Vila Campanela,36,São Paulo,36,Itaquera,230.53,0,0,0,0,0,0,12309870,12309870,12309870,12309870,12309870,12309870
193,Araucárias,36,São Paulo,36,Itaquera,129.58,0,0,0,0,0,0,7508049,7508049,7508049,7508049,7508049,7508049
194,Parque Guarani,36,São Paulo,36,Itaquera,126.45,0,0,0,0,0,0,7252858,7252858,7252858,7252858,7252858,7252858
195,Rio Verde,36,São Paulo,36,Itaquera,238.76,0,0,0,0,0,1,13113682,13113682,13113682,13113682,13113682,13113682
196,Saudade,36,São Paulo,76,São Miguel,207.28,0,0,0,0,0,1,9788652,9793614,9798585,9802544,9802544,9788652
197,São Miguel Paulista,36,São Paulo,76,São Miguel,302.65,0,0,0,0,0,1,9579556,9609764,9654995,9688784,9709538,9516914
198,Cidade Nitro-Operária,36,São Paulo,76,São Miguel,357.92,0,0,0,0,1,1,12820272,12824961,12829628,12837972,12861962,12820272
199,Jardim Helena,36,São Paulo,43,Jardim Helena,684.67,0,0,0,0,1,1,19308442,19512652,19766177,20003913,20295605,18536566
200,Jardim Romano,36,São Paulo,43,Jardim Helena,230.77,0,0,0,0,1,1,5836391,5883531,5933434,5977151,6008210,5704185
201,Vila Curuçá,36,São Paulo,86,Vila Curuçá,503.17,0,0,0,1,1,1,19855410,19881809,19908464,19942537,20006960,19794591
202,Jardim Robru,36,São Paulo,86,Vila Curuçá,449.19,0,0,0,0,0,1,20212384,20375727,20539056,20706036,20745304,19681365
203,Lajeado,36,São Paulo,47,Lajeado,276.95,0,0,0,0,0,1,12831467,12855940,12880468,12911345,12911345,12745071
204,Fábrica Bandeirantes,36,São Paulo,47,Lajeado,615.33,0,0,0,0,0,1,30066555,30350903,30635274,30887627,31012157,28756709
205,Fazenda Itaim,36,São Paulo,35,Itaim Paulista,462.24,0,0,0,0,0,1,22617111,23010329,23448785,23782430,23787159,21403942
206,Itaim Paulista,36,São Paulo,35,Itaim Paulista,302.19,0,0,0,0,1,1,13883559,13884436,13885301,13886204,13887280,13868135
207,Jardim das Oliveiras,36,São Paulo,35,Itaim Paulista,460.11,0,0,0,1,1,1,20791110,20817132,20843143,20863963,20863963,20635418
208,Vila Califórnia,36,São Paulo,20,Carrão,340.04,0,0,0,0,0,0,19970271,19972724,19975156,19977106,19977106,19970271
209,Vila Carrão,36,São Paulo,20,Carrão,440.28,0,0,0,0,0,0,17432829,17492310,17551845,17599769,17601880,17432763
210,Jardim Anália Franco,36,São Paulo,87,Vila Formosa,334.04,1,0,0,0,0,0,22295835,22327880,22359963,22426277,22599351,22278673
211,Vila Formosa,36,São Paulo,87,Vila Formosa,417.48,1,1,0,0,0,0,24887099,24901650,24916224,24927885,24928030,24887099
212,Barreira Grande,36,São Paulo,4,Aricanduva,280.1,0,0,0,0,0,0,13537094,13555426,13573754,13588853,13590971,13528269
213,Aricanduva,36,São Paulo,4,Aricanduva,406.17,0,0,0,0,0,0,19760322,19760322,19760322,19760322,19760322,19760322
214,Frei Mont'Alverne,36,São Paulo,93,Vila Matilde,225.2,0,0,0,0,0,0,11989113,11989113,11989113,11989113,11989113,11989113
215,Vila Matilde,36,São Paulo,93,Vila Matilde,330.17,0,0,0,0,0,0,17600288,17603962,17607624,17610576,17610576,17600288
216,Cidade Patriarca,36,São Paulo,93,Vila Matilde,336.5,0,0,0,0,0,0,16476487,16479041,16481585,16483628,16483628,16476487
217,Cidade A.E.Carvalho,36,São Paulo,5,Artur Alvim,265.77,0,0,0,0,0,0,12294520,12294520,12294520,12294520,12294520,12286560
218,Artur Alvim,36,São Paulo,5,Artur Alvim,387.27,0,0,0,0,0,0,20041910,20051576,20061182,20068857,20077274,20041910
219,Cidade Líder,36,São Paulo,24,Cidade Líder,347.51,0,0,0,0,0,0,18274864,18296712,18318478,18336141,18337159,18269977
220,Santa Marcelina,36,São Paulo,24,Cidade Líder,265.94,0,0,0,0,0,0,13419144,13483964,13548873,13605718,13630580,13362397
221,Parque Savoy,36,São Paulo,24,Cidade Líder,444.75,0,0,0,0,0,0,16869081,17043112,17217142,17469005,18034515,16757391
222,Vila Carmosina,36,São Paulo,58,Parque do Carmo,343.76,0,0,0,0,0,0,18583322,18746389,18909463,19043289,19060379,18516742
223,Fazenda Caguaçu,36,São Paulo,58,Parque do Carmo,439.53,0,0,0,0,0,0,9083678,9325576,9620435,10089152,10823598,8501389
224,Parque do Carmo,36,São Paulo,58,Parque do Carmo,777.43,0,0,0,0,0,0,574704,611739,664257,731444,862133,552992
225,Gleba do Pêssego,36,São Paulo,46,José Bonifácio,1028.47,0,0,0,0,0,0,10994648,12180177,13763016,15873940,18182570,8956879
226,José Bonifácio,36,São Paulo,46,José Bonifácio,416.53,0,0,0,0,0,0,20909529,20980767,21064043,21127855,21138162,20903148
227,Guaianases,36,São Paulo,31,Guaianases,472.34,0,0,0,0,0,0,21273322,21369849,21477719,21650420,21963731,21209309
228,Juscelino Kubitschek,36,São Paulo,31,Guaianases,418.82,0,0,0,0,0,0,13312960,13546268,13818673,14165288,14642162,12561245
229,Cidade Tiradentes,36,São Paulo,25,Cidade Tiradentes,953.59,0,0,0,0,0,0,29606525,30358000,31268123,32175996,33006269,27276491
230,Santa Etelvina,36,São Paulo,25,Cidade Tiradentes,541.3,0,0,0,0,0,0,15161564,15506558,15925836,16330442,16847284,12161750
231,Terceira Divisão,36,São Paulo,32,Iguatemi,1130.9,0,0,0,0,0,0,11991476,12910210,14075398,15558898,17732279,8123437
232,Iguatemi,36,São Paulo,32,Iguatemi,498.47,0,0,0,0,0,0,12852910,13882215,15115622,16709094,17585968,10474437
233,Sítio Carrãozinho,36,São Paulo,32,Iguatemi,323.28,0,0,0,0,0,0,14168768,14322140,14476081,14615900,14703459,9876868
234,Parque São Rafael,36,São Paulo,77,São Rafael,742.33,0,0,0,0,0,0,21497943,22209612,23146678,24107819,24728293,16097819
