NumeroZona,g15,g20,indirect,indirect2,direct
"199",347.227131318737520,426.032979391531740,"0","0","0"
"200",189.439701867660403,134.588551371495413,"0","0","0"
"201",67.716676272432778,128.034262774012745,"0","0","0"
"202",371.735791090629732,87.419577461653205,"0","0","0"
"203",111.489438526809892,0.000000000000000,"0","0","0"
"204",410.110022264475958,202.379211154990003,"0","0","0"
"205",721.800363447559675,10.230616130148841,"0","0","0"
"206",2.988186240444753,3.560673748304047,"0","0","0"
"207",45.250048901349679,0.000000000000000,"0","0","0"
"208",5.734619456534526,0.000000000000000,"0","0","0"
"209",108.848914327246305,4.794676115199420,"0","0","0"
"210",198.521135193389995,518.123578014609052,"1","0","0"
"211",27.931876976142568,0.347322027402510,"1","1","0"
"212",53.905747947161721,7.561585148161370,"0","0","0"
"213",0.000000000000000,0.000000000000000,"0","0","0"
"214",0.000000000000000,0.000000000000000,"0","0","0"
"215",8.940848653723840,0.000000000000000,"0","0","0"
"216",6.071322436849926,0.000000000000000,"0","0","0"
"217",0.000000000000000,0.000000000000000,"0","0","0"
"218",19.818214682263022,21.734190616365844,"0","0","0"
"219",50.827314321890022,2.929412103248827,"0","0","0"
"220",213.751222080168475,93.487252763781299,"0","0","0"
"221",566.302417088251786,1271.523327712197897,"0","0","0"
"222",389.300674889457753,49.714917384221550,"0","0","0"
"223",1066.405023547880774,1670.980365390303405,"0","0","0"
"224",86.421928662387614,168.103880735243052,"0","0","0"
"225",2052.489620504244158,2244.722743492760856,"0","0","0"
"226",153.199049288166520,24.744916332557079,"0","0","0"
"227",365.628572638353774,663.316678663674452,"0","0","0"
"228",827.598968530633783,1138.613246740843351,"0","0","0"
"229",952.058012353317395,870.681320064178522,"0","0","0"
"230",747.470903380750087,954.816183262516233,"0","0","0"
"231",1311.787072243345847,1921.815368290741844,"0","0","0"
"232",3196.725981503400362,1759.130940678476009,"0","0","0"
"233",432.501237317495679,270.845706508290050,"0","0","0"
"234",1294.762437191006711,835.846591138711801,"0","0","0"
"235",367.445763550279196,259.301462794148847,"0","0","0"
"236",44.050467696323693,0.000000000000000,"1","1","0"
"237",0.000000000000000,0.000000000000000,"1","1","1"
"238",0.000000000000000,0.000000000000000,"1","1","1"
"239",405.091523514502910,300.275978597578103,"1","1","0"
"240",117.949028391549120,167.873357951449862,"1","0","0"
"241",0.000000000000000,0.000000000000000,"1","1","0"
"242",126.554534141543883,556.344586728754280,"1","1","1"
"243",0.123773063527244,0.000000000000000,"1","1","0"
"244",114.462437180533485,280.464756668527968,"1","1","0"
"245",69.502901842038852,86.167045167802172,"1","0","0"
"246",382.840427492168772,254.906025428413471,"1","0","0"
"247",529.722352539770554,103.113404699961620,"1","0","0"
"248",106.710671067106702,421.034552434835291,"1","0","0"
"249",68.805646036916386,193.384002895403540,"1","0","0"
"250",18.148026675412705,91.232097955613867,"1","1","0"
"251",7.711932356585758,0.000000000000000,"1","1","0"
"252",15.964055243953922,0.000000000000000,"1","1","0"
"253",27.630763784405701,110.186742189574304,"1","1","0"
"254",29.015412408965169,0.259696268277536,"1","1","1"
"255",22.743133038503672,31.022031078833123,"1","1","0"
"256",117.854731742186573,114.026448512767558,"1","1","1"
"257",0.000000000000000,0.000000000000000,"1","1","0"
"258",267.338996619818545,21.853317914961750,"1","0","0"
"259",2.330973883329265,0.000000000000000,"0","0","0"
"260",0.122040517451794,0.000000000000000,"0","0","0"
"261",2.797726846936864,0.000000000000000,"0","0","0"
"262",9.641093754511594,0.000000000000000,"0","0","0"
"263",335.185241375125145,453.035773887186394,"0","0","0"
"264",13.113028836034520,0.000000000000000,"0","0","0"
"265",13.124661735522279,0.000000000000000,"0","0","0"
"266",320.479941381205322,386.421505770287524,"0","0","0"
"267",324.587326943556945,128.680777422790186,"0","0","0"
"268",140.450514009272325,0.000000000000000,"1","1","0"
"269",239.496730499766471,0.000000000000000,"1","0","0"
"270",19.289889586490585,0.000000000000000,"1","0","0"
"271",6.498718091628582,3.410990970906254,"1","0","0"
"272",58.690506169730533,222.800302190883883,"1","0","0"
"273",38.055325289367843,189.066961407386941,"0","0","0"
"274",103.640205042948182,291.115960099750566,"0","0","0"
"275",114.125773492588863,404.415023744423706,"0","0","0"
"276",80.305884463580909,130.918101901686384,"0","0","0"
"277",78.128523111612182,42.344503346206437,"0","0","0"
"278",41.123477448729417,23.368486593765805,"0","0","0"
"279",47.461069735951256,19.448205822613406,"0","0","0"
"280",419.358047203630406,718.817215441679309,"0","0","0"
"281",766.626143707210986,1763.938831659095285,"0","0","0"
"282",207.460713761198406,31.315171097077396,"0","0","0"
"283",151.978171896316525,17.381480218281038,"0","0","0"
"284",321.836838843728401,146.451354208435106,"0","0","0"
"285",1225.868011576046229,619.387574941083471,"0","0","0"
"286",68.072699993180109,266.674623201254860,"0","0","0"
"287",111.808776692388250,37.979607977256698,"0","0","0"
"288",252.090643461396127,149.421356844831763,"0","0","0"
"289",105.951756685894082,45.494332620709130,"0","0","0"
"290",346.576960677818818,152.122257223549866,"0","0","0"
"291",170.738584205418732,180.703963070789740,"0","0","0"
"292",248.967693753161939,119.699342311305983,"0","0","0"
"293",273.767338635102647,325.879415572406117,"0","0","0"
"294",381.987140204695834,281.435614132969931,"0","0","0"
"295",993.020059345261643,255.861355238795966,"0","0","0"
"296",127.538147302655290,112.918352089924838,"0","0","0"
"297",106.915497809371175,74.155134668872023,"0","0","0"
"298",231.349575043627027,166.269795012976658,"0","0","0"
"299",19.029080648356700,32.422595542595772,"0","0","0"
"300",312.214693295292420,258.847749967578807,"1","1","1"
"301",1624.486456605859530,1619.071310116086124,"1","1","1"
"302",931.231768503753187,939.609505659056367,"1","0","0"
"303",564.569426516688281,43.758067490319014,"1","0","0"
"304",128.740359897172226,59.696413269678054,"0","0","0"
"305",292.213715588858122,332.817011950421318,"0","0","0"
"306",481.139269783578413,258.371716504212770,"0","0","0"
"307",638.993101060804634,187.808412254889845,"0","0","0"
"308",465.749446037131179,347.364138259116942,"0","0","0"
"309",1265.266730300137624,4.701806483543678,"0","0","0"
"310",0.000000000000000,0.000000000000000,"0","0","0"
"311",1002.223084718718383,558.906354442935140,"0","0","0"
"312",34.677970737043623,126.860841423948230,"0","0","0"
"313",0.000000000000000,0.000000000000000,"0","0","0"
"314",251.817481568426075,3.581777500641896,"0","0","0"
"315",321.843949479766536,83.450133718546866,"0","0","0"
"316",658.826346423045834,375.112355411478745,"1","1","0"
"317",960.061817308846457,442.677949825951259,"1","1","0"
"318",1969.918623140959653,1164.197299909581261,"1","0","0"
"319",1187.883806284128696,900.814609256109748,"1","0","0"
"320",2888.119906064373026,1418.800939356264735,"0","0","0"
"321",4476.886919876817046,6488.754119617483411,"0","0","0"
"322",5218.688851913477265,4788.908485856904917,"0","0","0"
"323",965.105744539657849,1203.496927205055044,"0","0","0"
"324",353.302224385216562,736.932810397641106,"0","0","0"
"325",588.502129235326720,530.038881688576112,"0","0","0"
"326",916.642365467430636,440.510664270455379,"0","0","0"
"327",2535.475137027009168,4814.336657201346497,"0","0","0"
"328",1346.681062405527882,220.673720578708696,"0","0","0"
"329",278.624727356216283,122.121455630811639,"0","0","0"
"330",1075.190055845793495,987.375247703116543,"0","0","0"
"331",547.465639316951297,765.935027072053344,"0","0","0"
"332",827.559071955522313,436.277130332513650,"0","0","0"
"333",525.396181911992358,968.058524360580918,"0","0","0"
"334",49.997965412004071,143.983723296032565,"0","0","0"
"335",279.704072773940254,2.898878949156381,"0","0","0"
"336",709.119517050928039,760.353648877186174,"0","0","0"
"337",143.338634154960687,3.865182436611008,"0","0","0"
"338",78.761267540191426,120.228138648824455,"0","0","0"
"339",689.901806486930354,581.500615847817244,"1","1","0"
"340",49.384385109362171,42.600550432137510,"1","1","1"
"341",128.165259884495782,396.096179475788517,"1","1","0"
"342",295.662093321248847,574.772634934525058,"1","0","0"
"343",170.276794223424901,354.497645266533596,"0","0","0"
"344",1087.350505517477131,839.410263110289293,"0","0","0"
"345",902.539443809744171,822.898378863034850,"0","0","0"
"346",68.773341697952304,63.588421537586875,"0","0","0"
"347",1869.251410684130406,759.603566868487178,"0","0","0"
"348",276.137147396739238,273.987373387819957,"0","0","0"
"349",40.373204008626871,87.918143481747862,"0","0","0"
"350",735.770170368359800,747.839259767839053,"0","0","0"
"351",1141.171574091056755,1050.394334005841074,"0","0","0"
"352",71.818338598540365,103.327271159469134,"0","0","0"
"353",173.185923960576531,396.710299057040629,"0","0","0"
"354",344.969844045537286,422.850719103529514,"0","0","0"
"355",914.985029739128208,484.504773029363207,"0","0","0"
"356",1107.810136055520616,609.827548147071411,"0","0","0"
"357",232.406533286320354,267.475744719571424,"0","0","0"
"358",483.260882912752493,765.666277808477048,"0","0","0"
"359",235.129530608919765,706.037800127382866,"0","0","0"
"360",268.568547297905639,511.325385820532631,"0","0","0"
"361",99.855217841976796,297.682549235964814,"0","0","0"
"362",30.204975366461895,23.033878717839549,"0","0","0"
"363",176.743699128477601,19.105446360805047,"0","0","0"
"364",207.211245539211404,48.620419531725993,"0","0","0"
"365",224.884037355433236,145.757313377450686,"0","0","0"
"366",231.525826694251720,24.439059517414016,"0","0","0"
"367",508.029052818815217,265.986461781708613,"0","0","0"
"368",173.835527628166744,26.326550967484540,"0","0","0"
"369",217.487633728287136,107.930518808236513,"0","0","0"
"370",463.872737624872741,393.038182163253339,"0","0","0"
"371",530.310757660889522,134.619872930803467,"0","0","0"
"372",325.780537951207066,483.878420483689752,"0","0","0"
"373",397.726370697964569,140.388577044470907,"0","0","0"
"374",196.810397530435552,354.627036900062649,"0","0","0"
"375",355.138133931073128,432.670215746707754,"0","0","0"
"376",1515.915976184332749,922.025669696187720,"0","0","0"
"377",1729.694943240453995,1961.498864809081624,"0","0","0"
"378",891.775433683760866,518.304895702318504,"0","0","0"
"379",849.913605189005239,449.153330852251599,"0","0","0"
"380",812.288878865333686,901.982385879544267,"0","0","0"
"381",39.333010678735079,115.675069837738704,"0","0","0"
"382",464.286933679903484,418.923503075626797,"0","0","0"
"383",1188.315727120150086,631.820350807911268,"0","0","0"
"384",234.778375411959445,335.308279905230904,"0","0","0"
"385",10.378572163710590,51.850835363134237,"0","0","0"
"386",236.674390689172100,342.169344619474543,"0","0","0"
"387",1309.973040758240359,1207.872975317107603,"0","0","0"
"388",662.278946947267286,958.383789887350758,"0","0","0"
"389",475.690409709098049,620.644115037371648,"0","0","0"
"390",57.969079604751862,229.894557319615615,"0","0","0"
"391",935.867448360763319,715.742525302469176,"0","0","0"
"392",601.554893484441322,580.074580363749646,"0","0","0"
"393",1653.920292844976075,444.722336835200622,"0","0","0"
"394",1022.876057374034531,826.090474439131981,"0","0","0"
"395",557.386135918512423,315.940593310697864,"0","0","0"
"396",481.642128305617291,161.823429721427800,"0","0","0"
"397",660.067192089082369,306.325494256273714,"0","0","0"
"398",1881.299906364605704,1220.267836242099520,"0","0","0"
"399",1543.387564645660859,1162.034560673559781,"0","0","0"
"400",642.007490636704119,491.405640908048667,"0","0","0"
"401",563.993534426571387,589.308050392076780,"0","0","0"
"402",188.186367138768617,328.826043883466639,"0","0","0"
"403",161.595813731741089,338.811631331146771,"0","0","0"
"404",666.005963995140405,343.618893347568360,"0","0","0"
"405",871.311508335006920,806.892950391644945,"0","0","0"
"406",318.395122721066059,428.733609172687807,"0","0","0"
"407",596.642845503852527,397.591657161479588,"0","0","0"
"408",381.653106944935757,273.223760675122548,"0","0","0"
"409",513.040522233037905,499.849220764884763,"0","0","0"
"410",133.031957281529031,234.229178823987098,"0","0","0"
"411",310.483606575909846,387.334522622495626,"0","0","0"
"412",481.742706049623109,338.469642777991851,"0","0","0"
"413",73.701028164435300,232.874253222345402,"0","0","0"
"414",67.646880389931212,92.721543756457706,"0","0","0"
"415",35.443957397818806,67.145128939020893,"0","0","0"
"416",123.892322230183893,289.231596727815941,"0","0","0"
"417",32.921657109897190,0.000000000000000,"0","0","0"
"418",109.079909516544788,489.462886001367792,"0","0","0"
"419",125.538119705596444,54.342452437161505,"0","0","0"
"420",3.435912757693457,0.000000000000000,"0","0","0"
"421",3.570845798205059,12.224639651890127,"0","0","0"
"422",103.400402414486905,188.140090543259561,"0","0","0"
"423",27.091906721536350,0.000000000000000,"0","0","0"
"424",8.929222541830409,23.514159543005302,"0","0","0"
"425",0.000000000000000,0.000000000000000,"0","0","0"
"426",4.911351840886134,24.507994008847401,"0","0","0"
"427",220.860196061114550,498.777709087697644,"0","0","0"
"428",2.586225726829908,0.000000000000000,"0","0","0"
"429",518.285368593898625,153.571860686198278,"0","0","0"
"430",248.939919286079714,106.826578752913093,"0","0","0"
"431",170.559295475037885,187.661183720991318,"0","0","0"
"432",90.246250451258604,126.775770968483002,"0","0","0"
"433",453.721222691969842,425.125915533900809,"0","0","0"
"434",16.571119409067872,29.141775749621686,"0","0","0"
"435",1277.082375302737773,889.096334447203503,"0","0","0"
"436",417.585185839925771,412.132408184911867,"0","0","0"
"437",782.025108246051104,1290.966191754755073,"0","0","0"
"438",794.425329186792851,1609.220538609144569,"0","0","0"
"439",485.382505045408664,1334.595736629667044,"0","0","0"
"440",440.124067401965476,822.511708599495591,"0","0","0"
"441",303.964297903752026,637.455848619302060,"0","0","0"
"442",386.843423334848239,701.076400805097592,"0","0","0"
"443",142.278552152313495,453.060531994422490,"0","0","0"
"444",448.485021040583547,425.709372312983589,"0","0","0"
"445",343.241026195756035,177.152180575837889,"0","0","0"
"446",439.116292351049708,337.364520093858232,"0","0","0"
"447",9.800046747837913,5.435498608189372,"0","0","0"
"448",268.639782036688018,130.093119599902963,"0","0","0"
"449",212.848605577689227,21.044201572090017,"0","0","0"
"450",321.764477263894264,168.545780288739508,"0","0","0"
"451",311.404353325404429,214.641029997545814,"0","0","0"
"452",237.120366926986492,227.781801099998034,"0","0","0"
"453",17.746204404634746,28.777861096182079,"0","0","0"
"454",450.896107879219585,273.607483477779112,"0","0","0"
"455",280.362825580216850,217.968987534204928,"0","0","0"
"456",372.590412395547901,277.412970668831861,"0","0","0"
"457",86.839211373811949,52.476893671615215,"0","0","0"
"458",234.436961206896569,51.699892241379310,"0","0","0"
"459",545.035068290882236,230.655915466961972,"0","0","0"
"460",1930.064330037763057,1188.236522003150185,"0","0","0"
"461",834.456984091859113,592.269676182046169,"0","0","0"
"462",418.597611544203005,339.426107148780886,"0","0","0"
"463",351.081018098961749,170.976929649672456,"0","0","0"
"464",135.495105421686731,48.453187751004009,"0","0","0"
"465",696.333035336691637,389.756053168310984,"0","0","0"
"466",1559.206854778336037,2340.180625314767440,"0","0","0"
"467",443.658954962588950,455.255933834108646,"0","0","0"
"468",552.165523844162522,254.085947027235164,"0","0","0"
"469",69.361368492630234,82.556026357373241,"0","0","0"
"470",154.623261326662600,144.406044685543009,"0","0","0"
"471",39.531731777401504,60.233293385469047,"0","0","0"
"472",217.625036741387049,177.196619276723226,"0","0","0"
"473",395.379032511598439,213.744784625817942,"0","0","0"
"474",56.198634163024074,94.613778780009042,"0","0","0"
"475",20.233247638880236,34.200800180076826,"0","0","0"
"476",1328.003158353300023,608.665731866695864,"0","0","0"
"477",2015.900615948060477,1461.165307141667881,"0","0","0"
"478",628.146450518463666,246.403334344421609,"0","0","0"
"479",138.936338673539865,143.176496352824245,"0","0","0"
"480",2838.759902820323532,1560.695045949086307,"0","0","0"
"481",424.853379482742071,36.743261865846229,"0","0","0"
"482",1583.680932518141844,1447.702988400662889,"0","0","0"
"483",512.676110763333440,281.294196749437731,"0","0","0"
"484",400.860378313405420,87.309419877269562,"0","0","0"
"485",245.874052042695098,120.128239792962262,"0","0","0"
"486",989.739583333333371,494.161931818181870,"0","0","0"
"487",1763.502846564912034,1784.392791030700891,"0","0","0"
"488",2542.666118768117030,2163.350029431037001,"0","0","0"
"489",7.695972053141376,0.000000000000000,"0","0","0"
"490",202.742538079402237,13.671634437738637,"0","0","0"
"491",906.815616280803511,373.653383314519374,"0","0","0"
"492",5.932311972617282,29.621291161019894,"0","0","0"
"493",1741.453331621517464,566.804467839260496,"0","0","0"
"494",570.102772601502011,205.982833587441405,"0","0","0"
"495",285.364811294339518,90.226505740012087,"0","0","0"
"496",237.646377441132302,113.308356409838737,"0","0","0"
"497",122.124019957234495,204.339272986457587,"0","0","0"
"498",30.307804168686378,149.697043141056724,"0","0","0"
"499",248.423965684239647,25.217932752179330,"0","0","0"
"500",293.007508532423230,159.380204778157037,"0","0","0"
"501",115.793403013438308,43.975385729152528,"0","0","0"
"502",2761.312009353599478,880.571446467345936,"0","0","0"
"503",4266.260265141960190,1278.219681044872232,"0","0","0"
"504",1053.898947739697860,167.138910116983112,"0","0","0"
"505",2486.710949458635696,2331.793733938126024,"0","0","0"
"506",1877.741319687978148,1458.003939913272916,"0","0","0"
"507",2185.714502496244222,1686.055428256372124,"0","0","0"
"508",980.939974717561427,781.465884245212237,"0","0","0"
"509",262.635149982286464,273.638185952025424,"0","0","0"
"510",0.830807175586796,0.941756803092173,"0","0","0"
"511",417.353986599906648,206.315142682615942,"0","0","0"
