NumeroZona,NomeZona,NumeroMuni,NomeMunici,NumDistrit,NomeDistri,Area_ha_2,g10,g15,g20,indirect,indirect2,direct,d1cptm,d2cptm,d3cptm,Vol05_Vol05_sum,Vol10_Vol10_sum,Vol15_Vol15_sum,Vol20_Vol20_sum
"124",Brasilândia,"36",São Paulo,"11",Brasilândia,318.28,0.000000000000000,0.000000000000000,0.000000000000000,"0","0","0","0","0","0",18999620.000000000000000,18999620.000000000000000,18999620.000000000000000,18999620.000000000000000
"125",Vila Morro Grande,"36",São Paulo,"29",Freguesia do Ó,413.07,314.958723703004353,344.142639262110549,235.400779528893395,"0","0","0","0","0","0",19271067.000000000000000,19401167.000000000000000,19543322.000000000000000,19640559.000000000000000
"126",Itaberaba,"36",São Paulo,"29",Freguesia do Ó,207.42,283.670812843505928,234.075788255713064,34.765210683637065,"0","0","0","0","0","0",13031506.000000000000000,13090345.000000000000000,13138896.999999998137355,13146108.000000000000000
"127",Freguesia do Ó,"36",São Paulo,"29",Freguesia do Ó,485.85,37.136976433055466,41.486055366882781,0.481630132757024,"0","0","0","0","0","0",29011940.000000000000000,29029983.000000000000000,29050139.000000000000000,29050373.000000003725290
"128",Carandiru,"36",São Paulo,"71",Santana,38.03,0.000000000000000,0.000000000000000,0.000000000000000,"0","0","0","0","0","0",1735362.000000000000000,1735362.000000000000000,1735362.000000000000000,1735362.000000000000000
"129",Santana,"36",São Paulo,"71",Santana,54.36,0.000000000000000,0.000000000000000,0.000000000000000,"0","0","0","0","0","0",3809987.000000000000000,3809987.000000000000000,3809987.000000000000000,3809987.000000000000000
"130",Zaki Narchi,"36",São Paulo,"71",Santana,71.32,98.317442512619195,131.183398766124526,265.241166573191265,"0","0","0","0","0","0",2190197.000000000000000,2197209.000000000000000,2206565.000000000000000,2225482.000000000000000
"131",Tietê,"36",São Paulo,"71",Santana,78.60,103.638676844783717,83.346055979643765,0.000000000000000,"0","0","0","0","0","0",3093771.000000000000000,3101917.000000000000000,3108468.000000000000000,3108468.000000000000000
"132",Parque Anhembi,"36",São Paulo,"71",Santana,313.52,122.617376881857609,151.709619800969620,91.541209492217405,"0","0","0","0","0","0",5085642.999999999068677,5124086.000000000000000,5171650.000000000000000,5200350.000000000000000
"133",Alfredo Pujol,"36",São Paulo,"71",Santana,215.07,156.102664248849209,124.754731017808155,0.000000000000000,"0","0","0","0","0","0",20671120.000000000000000,20704693.000000000000000,20731524.000000000000000,20731524.000000000000000
"134",Santa Terezinha,"36",São Paulo,"71",Santana,251.08,336.147841325473962,303.632308427592761,173.896765971005237,"0","0","0","0","0","0",17904953.000000000000000,17989353.000000000000000,18065589.000000000000000,18109251.000000000000000
"135",Jardim São Paulo,"36",São Paulo,"71",Santana,291.23,51.127974453181331,43.975551969233933,15.654293857088899,"0","0","0","0","0","0",21135521.000000000000000,21150411.000000000000000,21163218.000000000000000,21167777.000000000000000
"136",Casa Verde,"36",São Paulo,"21",Casa Verde,325.35,17.159981558321807,13.659136314737973,0.000000000000000,"0","0","0","0","0","0",18252311.000000000000000,18257894.000000000000000,18262338.000000000000000,18262338.000000000000000
"137",Parque Peruche,"36",São Paulo,"21",Casa Verde,391.87,87.909255620486391,100.594584938882790,151.754408349707802,"0","0","0","0","0","0",25405540.000000000000000,25439989.000000000000000,25479408.999999996274710,25538877.000000000000000
"138",Limão,"36",São Paulo,"50",Limão,171.80,28.352735739231662,27.206053550640277,23.079161816065191,"0","0","0","0","0","0",9574871.000000000000000,9579742.000000000000000,9584415.999999998137355,9588381.000000000000000
"139",Jardim Primavera,"36",São Paulo,"50",Limão,192.75,49.981841763942931,47.569390402075229,38.666666666666664,"0","0","0","0","0","0",10426589.000000000000000,10436223.000000000000000,10445392.000000000000000,10452845.000000000000000
"140",Vila Santa Maria,"36",São Paulo,"50",Limão,277.94,0.000000000000000,0.000000000000000,0.000000000000000,"0","0","0","0","0","0",17306221.000000000000000,17306221.000000000000000,17306221.000000000000000,17306221.000000000000000
"141",Cachoeirinha,"36",São Paulo,"13",Cachoeirinha,478.58,153.886497555267681,189.984955493334468,335.293994734422654,"0","0","0","0","0","0",27411977.000000000000000,27485624.000000000000000,27576547.000000000000000,27737012.000000000000000
"142",Jardim Peri,"36",São Paulo,"13",Cachoeirinha,443.68,303.946538045438160,456.691759826902285,693.896501983411440,"0","0","0","0","0","0",18997692.000000000000000,19132547.000000000000000,19335172.000000000000000,19643040.000000000000000
"143",Reserva da Cantareira,"36",São Paulo,"13",Cachoeirinha,436.61,0.000000000000000,0.311490804150157,8.419413206293946,"0","0","0","0","0","0",0.000000000000000,0.000000000000000,136.000000000000000,3812.000000000000000
"144",Mandaqui,"36",São Paulo,"51",Mandaqui,552.45,294.196759887772600,302.955923612996628,331.606480224454629,"0","0","0","0","0","0",36654989.000000000000000,36817518.000000000000000,36984886.000000000000000,37168082.000000000000000
"145",Horto Florestal,"36",São Paulo,"51",Mandaqui,342.18,385.770647027880045,871.392249693143981,2438.129054883394474,"0","0","0","0","0","0",2852278.000000000000000,2984281.000000000000000,3282454.000000000000000,4116733.000000000000000
"146",ETA Guaraú,"36",São Paulo,"51",Mandaqui,428.67,10.653882940257073,23.092355424918935,114.265052371287936,"0","0","0","0","0","0",99252.000000000000000,103819.000000000000000,113718.000000000000000,162700.000000000000000
"147",Parque Palmas do Tremembé,"36",São Paulo,"83",Tremembé,407.03,710.370242979633076,826.066874677542273,835.584600643687281,"0","0","0","0","0","0",12195016.000000000000000,12484158.000000000000000,12820392.000000000000000,13160500.000000000000000
"148",Tremembé,"36",São Paulo,"83",Tremembé,331.62,1349.152644593209061,1623.659610397442748,3296.848802846631770,"0","0","0","0","0","0",13544360.000000000000000,13991765.999999998137355,14530204.000000000000000,15623504.999999998137355
"149",Cantareira,"36",São Paulo,"83",Tremembé,2886.45,5.076131580314920,10.439120719222576,49.532817128306398,"0","0","0","0","0","1",78181.000000000000000,92833.000000000000000,122965.000000000000000,265939.000000000000000
"150",Jardim das Pedras,"36",São Paulo,"83",Tremembé,1609.01,702.160956115872523,944.854910783649530,1725.945146394366702,"0","0","0","0","0","1",17639877.000000000000000,18769661.000000000000000,20289942.000000000000000,23067005.000000000000000
"151",Jardim Guapira,"36",São Paulo,"83",Tremembé,548.53,527.247370244106946,457.200153136565007,365.852369059121656,"0","0","0","0","0","0",35585463.000000000000000,35874674.000000000000000,36125462.000000000000000,36326143.000000000000000
"152",Parada Inglesa,"36",São Paulo,"84",Tucuruvi,242.67,3.556269831458359,2.822763423579346,0.000000000000000,"0","0","0","0","0","0",16513714.000000000000000,16514576.999999998137355,16515262.000000000000000,16515262.000000000000000
"153",Tucuruvi,"36",São Paulo,"84",Tucuruvi,358.50,717.704323570432393,1064.145048814504889,1602.449093444909295,"0","0","0","0","0","0",10445871.000000001862645,10703168.000000000000000,11084664.000000000000000,11659142.000000000000000
"154",Vila Gustavo,"36",São Paulo,"84",Tucuruvi,345.80,12.041642567958357,13.663967611336032,20.410641989589362,"0","0","0","0","0","0",20017872.000000000000000,20022036.000000000000000,20026761.000000000000000,20033819.000000000000000
"155",Cohab Jova Rural,"36",São Paulo,"38",Jaçanã,254.58,167.687956634456782,202.462880037709198,343.923324691648986,"0","0","0","0","0","1",12055050.000000000000000,12097740.000000000000000,12149283.000000000000000,12236839.000000000000000
"156",Jaçanã,"36",São Paulo,"38",Jaçanã,386.23,205.116122517670817,203.746472309245746,198.003780131010018,"0","0","0","0","0","1",15832970.000000000000000,15912192.000000000000000,15990885.000000001862645,16067359.999999998137355
"157",Parque Edu Chaves,"36",São Paulo,"38",Jaçanã,109.91,0.000000000000000,0.000000000000000,0.000000000000000,"0","0","0","0","0","1",4219577.000000000000000,4219577.000000000000000,4219577.000000000000000,4219577.000000000000000
"158",Vila Medeiros,"36",São Paulo,"94",Vila Medeiros,335.02,0.000000000000000,0.000000000000000,0.000000000000000,"0","0","0","0","0","0",17650974.000000000000000,17650974.000000000000000,17650974.000000000000000,17650974.000000000000000
"159",Jardim Brasil,"36",São Paulo,"94",Vila Medeiros,454.37,7.326628078438278,6.750005502123820,4.511741532231442,"0","0","0","0","0","1",17180228.000000000000000,17183557.000000000000000,17186624.000000000000000,17188674.000000000000000
"160",Jardim Japão,"36",São Paulo,"91",Vila Maria,396.23,54.521363854327021,48.802463215808999,26.131287383590337,"0","0","0","0","0","0",23088121.000000000000000,23109724.000000000000000,23129061.000000000000000,23139415.000000000000000
"161",Parque Novo Mundo,"36",São Paulo,"91",Vila Maria,551.36,247.796358096343539,263.269007544979672,332.748113755078350,"0","0","0","0","0","1",20983900.000000000000000,21120525.000000000000000,21265681.000000000000000,21449145.000000000000000
"162",Vila Maria,"36",São Paulo,"91",Vila Maria,234.12,2.054501964804374,1.670083717751580,0.000000000000000,"0","0","0","0","0","0",10659522.000000000000000,10660003.000000000000000,10660394.000000001862645,10660394.000000001862645
"163",Vila Isolina Mazzei,"36",São Paulo,"88",Vila Guilherme,379.50,11.583662714097496,9.288537549407115,0.000000000000000,"0","0","0","0","0","0",21473486.000000000000000,21477882.000000000000000,21481407.000000000000000,21481407.000000000000000
"164",Vila Guilherme,"36",São Paulo,"88",Vila Guilherme,170.90,6.038619075482738,4.891749561146870,0.000000000000000,"0","0","0","0","0","0",7095794.000000000000000,7096826.000000000000000,7097662.000000000000000,7097662.000000000000000
"165",Coroa,"36",São Paulo,"88",Vila Guilherme,174.39,45.392511038476982,36.659212110786171,0.000000000000000,"0","0","0","0","0","0",7910758.000000000000000,7918674.000000000000000,7925066.999999999068677,7925066.999999999068677
"166",Gomes Cardim,"36",São Paulo,"82",Tatuapé,243.24,174.313435290248322,151.722578523269192,60.738365400427561,"0","0","0","0","0","0",22132828.000000000000000,22175228.000000000000000,22212133.000000000000000,22226907.000000000000000
"167",Tatuapé,"36",São Paulo,"82",Tatuapé,156.88,0.000000000000000,21.105303416624171,105.641254462009186,"0","0","0","0","0","0",11961465.000000000000000,11961465.000000000000000,11964776.000000000000000,11981349.000000001862645
"168",Chácara do Piqueri,"36",São Paulo,"82",Tatuapé,198.59,154.227302482501642,140.878191248300510,83.362707084948894,"0","0","0","0","0","0",13842929.000000000000000,13873557.000000000000000,13901534.000000000000000,13918089.000000000000000
"169",Parque São Jorge,"36",São Paulo,"82",Tatuapé,252.07,60.879914309517197,48.518268734875235,0.000000000000000,"0","0","0","0","0","0",16175208.000000000000000,16190554.000000000000000,16202783.999999998137355,16202783.999999998137355
"170",Penha,"36",São Paulo,"60",Penha,384.16,47.678050812161594,52.183985839233650,76.965326947105353,"0","0","0","0","0","1",19586287.000000000000000,19604602.999999996274710,19624650.000000003725290,19654217.000000000000000
"171",Tiquatira,"36",São Paulo,"60",Penha,324.46,15.465696850151023,12.950748936694817,1.991000431486162,"0","0","0","0","0","1",17673364.000000000000000,17678382.000000000000000,17682584.000000000000000,17683230.000000000000000
"172",Vila Esperança,"36",São Paulo,"60",Penha,228.82,0.000000000000000,0.000000000000000,0.000000000000000,"0","0","0","0","0","0",11557950.000000000000000,11557950.000000000000000,11557950.000000000000000,11557950.000000000000000
"173",Vila Ré,"36",São Paulo,"60",Penha,208.23,0.000000000000000,0.000000000000000,0.000000000000000,"0","0","0","0","0","0",10525789.000000000000000,10525789.000000000000000,10525789.000000000000000,10525789.000000000000000
"174",Rui Barbosa,"36",São Paulo,"18",Cangaíba,271.23,6.039154960734432,5.773697599823028,4.623382369206946,"0","0","0","0","1","1",14048703.000000000000000,14050341.000000001862645,14051907.000000000000000,14053161.000000000000000
"175",Estação Eng. Goulart,"36",São Paulo,"18",Cangaíba,193.33,91.811927791858480,92.494698184451451,95.153364713184700,"0","0","0","0","1","1",11443585.000000000000000,11461335.000000000000000,11479217.000000000000000,11497613.000000000000000
"176",Cangaíba,"36",São Paulo,"18",Cangaíba,333.53,1.343207507570533,1.127334872425269,0.000000000000000,"0","0","0","0","0","1",18849232.000000000000000,18849680.000000000000000,18850056.000000000000000,18850056.000000000000000
"177",Parque Ecológico do Tietê,"36",São Paulo,"18",Cangaíba,530.85,50.108316850334369,55.742676839031738,60.367335405481775,"0","0","0","0","1","1",2084278.000000000000000,2110878.000000000000000,2140469.000000000000000,2172515.000000000000000
"178",USP Leste I,"36",São Paulo,"18",Cangaíba,50.18,1976.883220406536338,1739.119170984455877,1034.157034675169371,"0","0","0","0","1","1",211055.000000000000000,310255.000000000058208,397524.000000000000000,449418.000000000000000
"179",USP Leste II,"36",São Paulo,"28",Ermelino Matarazzo,122.83,4.909224130912644,48.709598632255961,240.690385085076940,"0","0","0","0","1","1",45103.000000000000000,45706.000000000000000,51689.000000000000000,81253.000000000000000
"180",Ermelino Matarazzo,"36",São Paulo,"28",Ermelino Matarazzo,448.82,82.654516287152987,150.501314558174784,350.565928434561727,"0","0","0","1","1","1",20965444.000000000000000,21002541.000000000000000,21070089.000000000000000,21227430.000000000000000
"181",Parque Buturussu,"36",São Paulo,"28",Ermelino Matarazzo,371.83,0.000000000000000,0.048409219266869,0.244735497404728,"0","0","0","0","0","1",19919324.999999996274710,19919324.999999996274710,19919343.000000000000000,19919434.000000003725290
"182",Ponte Rasa,"36",São Paulo,"65",Ponte Rasa,365.36,0.000000000000000,0.000000000000000,0.000000000000000,"0","0","0","0","0","1",18347116.000000000000000,18347116.000000000000000,18347116.000000000000000,18347116.000000000000000
"183",Burgo Paulista,"36",São Paulo,"65",Ponte Rasa,291.63,0.000000000000000,0.000000000000000,0.000000000000000,"0","0","0","0","0","1",13607966.000000000000000,13607966.000000000000000,13607966.000000000000000,13607966.000000000000000
"184",Limoeiro,"36",São Paulo,"89",Vila Jacuí,143.33,0.000000000000000,0.000000000000000,0.000000000000000,"0","0","0","0","0","1",7465268.000000000000000,7465268.000000000000000,7465268.000000000000000,7465268.000000000000000
"185",Laranja da China,"36",São Paulo,"89",Vila Jacuí,131.72,0.000000000000000,0.000000000000000,0.000000000000000,"0","0","0","0","0","1",7083441.000000000000000,7083441.000000000000000,7083441.000000000000000,7083441.000000000000000
"186",Pedro José Nunes,"36",São Paulo,"89",Vila Jacuí,86.18,35.135762357855647,28.045950336504987,0.498955674170341,"0","0","0","0","0","1",3878689.000000000000000,3881717.000000000000000,3884134.000000000000000,3884177.000000000000000
"187",Parque Cruzeiro do Sul,"36",São Paulo,"89",Vila Jacuí,249.91,93.933816173822578,75.551198431435324,1.784642471289664,"0","0","0","0","0","1",10863897.000000000000000,10887372.000000000000000,10906253.000000000000000,10906699.000000000000000
"188",Vila Jacuí,"36",São Paulo,"89",Vila Jacuí,211.87,16.495964506537028,13.050455467975645,0.000000000000000,"0","0","0","0","0","1",10162074.999999998137355,10165570.000000000000000,10168335.000000000000000,10168335.000000000000000
"189",Parada XV,"36",São Paulo,"36",Itaquera,324.46,65.570486346545039,52.465635209270793,0.000000000000000,"0","0","0","0","0","1",16862688.000000000000000,16883963.000000000000000,16900986.000000000000000,16900986.000000000000000
"190",Itaquera,"36",São Paulo,"36",Itaquera,283.17,60.274746618638979,66.405339548680999,90.648726913161696,"0","0","0","0","0","0",14723022.000000000000000,14740090.000000000000000,14758894.000000000000000,14784563.000000000000000
"191",Arena Corinthians,"36",São Paulo,"36",Itaquera,140.29,276.270582365100893,224.442226815881412,18.939339938698414,"0","0","0","0","0","0",4513028.000000000000000,4551786.000000000000000,4583273.000000000000000,4585930.000000000000000
"192",Vila Campanela,"36",São Paulo,"36",Itaquera,230.53,0.000000000000000,0.000000000000000,0.000000000000000,"0","0","0","0","0","0",12309870.000000000000000,12309870.000000000000000,12309870.000000000000000,12309870.000000000000000
"193",Araucárias,"36",São Paulo,"36",Itaquera,129.58,0.000000000000000,0.000000000000000,0.000000000000000,"0","0","0","0","0","0",7508049.000000000000000,7508049.000000000000000,7508049.000000000000000,7508049.000000000000000
"194",Parque Guarani,"36",São Paulo,"36",Itaquera,126.45,0.000000000000000,0.000000000000000,0.000000000000000,"0","0","0","0","0","0",7252858.000000000000000,7252858.000000000000000,7252858.000000000000000,7252858.000000000000000
"195",Rio Verde,"36",São Paulo,"36",Itaquera,238.76,0.000000000000000,0.000000000000000,0.000000000000000,"0","0","0","0","0","1",13113682.000000000000000,13113682.000000000000000,13113682.000000000000000,13113682.000000000000000
"196",Saudade,"36",São Paulo,"76",São Miguel,207.28,23.982053261289074,19.099768429177924,0.000000000000000,"0","0","0","0","0","1",9793614.000000000000000,9798585.000000000000000,9802544.000000000000000,9802544.000000000000000
"197",São Miguel Paulista,"36",São Paulo,"76",São Miguel,302.65,149.449859573765082,111.643812985296549,68.574260697174964,"0","0","0","0","0","1",9609764.000000000000000,9654995.000000000000000,9688784.000000000000000,9709538.000000000000000
"198",Cidade Nitro-Operária,"36",São Paulo,"76",São Miguel,357.92,13.039226642825213,23.312472060795702,67.026151095216804,"0","0","0","0","1","1",12824961.000000000000000,12829628.000000000000000,12837972.000000000000000,12861962.000000000000000
"199",Jardim Helena,"36",São Paulo,"43",Jardim Helena,684.67,370.287875911022866,347.227131318737520,426.032979391531740,"0","0","0","0","1","1",19512652.000000000000000,19766177.000000000000000,20003913.000000000000000,20295605.000000000000000
"200",Jardim Romano,"36",São Paulo,"43",Jardim Helena,230.77,216.245612514624952,189.439701867660403,134.588551371495413,"0","0","0","0","1","1",5883530.999999999068677,5933434.000000000000000,5977151.000000000000000,6008210.000000000000000
"201",Vila Curuçá,"36",São Paulo,"86",Vila Curuçá,503.17,52.974143927499654,67.716676272432778,128.034262774012745,"0","0","0","1","1","1",19881809.000000000000000,19908464.000000000000000,19942537.000000000000000,20006960.000000000000000
"202",Jardim Robru,"36",São Paulo,"86",Vila Curuçá,449.19,363.607827422694186,371.735791090629732,87.419577461653205,"0","0","0","0","0","1",20375727.000000000000000,20539056.000000000000000,20706036.000000000000000,20745304.000000000000000
"203",Lajeado,"36",São Paulo,"47",Lajeado,276.95,88.564722874165014,111.489438526809892,0.000000000000000,"0","0","0","0","0","1",12855940.000000000000000,12880468.000000000000000,12911345.000000000000000,12911345.000000000000000
"204",Fábrica Bandeirantes,"36",São Paulo,"47",Lajeado,615.33,462.143890270261466,410.110022264475958,202.379211154990003,"0","0","0","0","0","1",30350903.000000000000000,30635274.000000000000000,30887627.000000000000000,31012157.000000000000000
"205",Fazenda Itaim,"36",São Paulo,"35",Itaim Paulista,462.24,948.546209761163027,721.800363447559675,10.230616130148841,"0","0","0","0","0","1",23010329.000000003725290,23448785.000000000000000,23782430.000000000000000,23787159.000000000000000
"206",Itaim Paulista,"36",São Paulo,"35",Itaim Paulista,302.19,2.862437539296469,2.988186240444753,3.560673748304047,"0","0","0","0","1","1",13884436.000000000000000,13885301.000000000000000,13886204.000000000000000,13887280.000000000000000
"207",Jardim das Oliveiras,"36",São Paulo,"35",Itaim Paulista,460.11,56.532133620221259,45.250048901349679,0.000000000000000,"0","0","0","1","1","1",20817132.000000000000000,20843143.000000000000000,20863963.000000000000000,20863963.000000000000000
"208",Vila Califórnia,"36",São Paulo,"20",Carrão,340.04,7.152099752970238,5.734619456534526,0.000000000000000,"0","0","0","0","0","0",19972724.000000000000000,19975156.000000000000000,19977106.000000000000000,19977106.000000000000000
"209",Vila Carrão,"36",São Paulo,"20",Carrão,440.28,135.220768601798852,108.848914327246305,4.794676115199420,"0","0","0","0","0","0",17492310.000000000000000,17551845.000000000000000,17599769.000000000000000,17601880.000000000000000
"210",Jardim Anália Franco,"36",São Paulo,"87",Vila Formosa,334.04,96.045383786372881,198.521135193389995,518.123578014609052,"1","0","0","0","0","0",22327880.000000000000000,22359963.000000000000000,22426277.000000000000000,22599351.000000000000000
"211",Vila Formosa,"36",São Paulo,"87",Vila Formosa,417.48,34.909456740442657,27.931876976142568,0.347322027402510,"1","1","0","0","0","0",24901650.000000000000000,24916224.000000000000000,24927885.000000000000000,24928030.000000000000000
"212",Barreira Grande,"36",São Paulo,"4",Aricanduva,280.10,65.433773652267035,53.905747947161721,7.561585148161370,"0","0","0","0","0","0",13555426.000000000000000,13573754.000000000000000,13588853.000000000000000,13590971.000000000000000
"213",Aricanduva,"36",São Paulo,"4",Aricanduva,406.17,0.000000000000000,0.000000000000000,0.000000000000000,"0","0","0","0","0","0",19760322.000000000000000,19760322.000000000000000,19760322.000000000000000,19760322.000000000000000
"214",Frei Mont'Alverne,"36",São Paulo,"93",Vila Matilde,225.20,0.000000000000000,0.000000000000000,0.000000000000000,"0","0","0","0","0","0",11989113.000000000000000,11989113.000000000000000,11989113.000000000000000,11989113.000000000000000
"215",Vila Matilde,"36",São Paulo,"93",Vila Matilde,330.17,11.091256019626252,8.940848653723840,0.000000000000000,"0","0","0","0","0","0",17603962.000000000000000,17607624.000000000000000,17610576.000000000000000,17610576.000000000000000
"216",Cidade Patriarca,"36",São Paulo,"93",Vila Matilde,336.50,7.560178306092126,6.071322436849926,0.000000000000000,"0","0","0","0","0","0",16479041.000000000000000,16481585.000000000000000,16483628.000000000000000,16483628.000000000000000
"217",Cidade A.E.Carvalho,"36",São Paulo,"5",Artur Alvim,265.77,0.000000000000000,0.000000000000000,0.000000000000000,"0","0","0","0","0","0",12294520.000000000000000,12294520.000000000000000,12294520.000000000000000,12294520.000000000000000
"218",Artur Alvim,"36",São Paulo,"5",Artur Alvim,387.27,24.804400030986130,19.818214682263022,21.734190616365844,"0","0","0","0","0","0",20051576.000000000000000,20061182.000000000000000,20068857.000000000000000,20077274.000000000000000
"219",Cidade Líder,"36",São Paulo,"24",Cidade Líder,347.51,62.634168800897818,50.827314321890022,2.929412103248827,"0","0","0","0","0","0",18296712.000000000000000,18318478.000000000000000,18336141.000000000000000,18337159.000000000000000
"220",Santa Marcelina,"36",São Paulo,"24",Cidade Líder,265.94,244.073851244641645,213.751222080168475,93.487252763781299,"0","0","0","0","0","0",13483964.000000000000000,13548873.000000000000000,13605717.999999998137355,13630580.000000000000000
"221",Parque Savoy,"36",São Paulo,"24",Cidade Líder,444.75,391.298482293423206,566.302417088251786,1271.523327712197897,"0","0","0","0","0","0",17043112.000000000000000,17217142.000000000000000,17469005.000000000000000,18034515.000000000000000
"222",Vila Carmosina,"36",São Paulo,"58",Parque do Carmo,343.76,474.383290667907829,389.300674889457753,49.714917384221550,"0","0","0","0","0","0",18746389.000000000000000,18909463.000000000000000,19043289.000000000000000,19060379.000000000000000
"223",Fazenda Caguaçu,"36",São Paulo,"58",Parque do Carmo,439.53,670.850681409687695,1066.405023547880774,1670.980365390303405,"0","0","0","0","0","0",9325576.000000000000000,9620435.000000000000000,10089152.000000000000000,10823598.000000000000000
"224",Parque do Carmo,"36",São Paulo,"58",Parque do Carmo,777.43,67.553348854559260,86.421928662387614,168.103880735243052,"0","0","0","0","0","0",611739.000000000000000,664257.000000000000000,731444.000000000000000,862133.000000000000000
"225",Gleba do Pêssego,"36",São Paulo,"46",José Bonifácio,1028.47,1539.023014769511974,2052.489620504244158,2244.722743492760856,"0","0","0","0","0","0",12180176.999999998137355,13763016.000000000000000,15873940.000000000000000,18182570.000000000000000
"226",José Bonifácio,"36",São Paulo,"46",José Bonifácio,416.53,199.927976376251422,153.199049288166520,24.744916332557079,"0","0","0","0","0","0",20980767.000000000000000,21064043.000000000000000,21127855.000000000000000,21138162.000000000000000
"227",Guaianases,"36",São Paulo,"31",Guaianases,472.34,228.373629165431680,365.628572638353774,663.316678663674452,"0","0","0","0","0","0",21369849.000000000000000,21477719.000000000000000,21650420.000000000000000,21963731.000000000000000
"228",Juscelino Kubitschek,"36",São Paulo,"31",Guaianases,418.82,650.410677618069940,827.598968530633783,1138.613246740843351,"0","0","0","0","0","0",13546268.000000000000000,13818673.000000000000000,14165288.000000000000000,14642162.000000000000000
"229",Cidade Tiradentes,"36",São Paulo,"25",Cidade Tiradentes,953.59,954.417516962216268,952.058012353317395,870.681320064178522,"0","0","0","0","0","0",30358000.000000000000000,31268123.000000000000000,32175996.000000000000000,33006269.000000000000000
"230",Santa Etelvina,"36",São Paulo,"25",Cidade Tiradentes,541.30,774.576020690929226,747.470903380750087,954.816183262516233,"0","0","0","0","0","0",15506558.000000000000000,15925836.000000000000000,16330442.000000000000000,16847284.000000000000000
"231",Terceira Divisão,"36",São Paulo,"32",Iguatemi,1130.90,1030.319214784684618,1311.787072243345847,1921.815368290741844,"0","0","0","0","0","0",12910210.000000000000000,14075398.000000000000000,15558898.000000000000000,17732279.000000000000000
"232",Iguatemi,"36",São Paulo,"32",Iguatemi,498.47,2474.385619997191498,3196.725981503400362,1759.130940678476009,"0","0","0","0","0","0",13882215.000000000000000,15115622.000000000000000,16709094.000000000000000,17585968.000000000000000
"233",Sítio Carrãozinho,"36",São Paulo,"32",Iguatemi,323.28,476.184731502103489,432.501237317495679,270.845706508290050,"0","0","0","0","0","0",14322140.000000000000000,14476081.000000000000000,14615900.000000000000000,14703459.000000000000000
"234",Parque São Rafael,"36",São Paulo,"77",São Rafael,742.33,1262.330769334392926,1294.762437191006711,835.846591138711801,"0","0","0","0","0","0",22209612.000000000000000,23146677.999999996274710,24107819.000000000000000,24728293.000000000000000
"235",Rodolfo Pirani,"36",São Paulo,"77",São Rafael,566.04,400.710197159211418,367.445763550279196,259.301462794148847,"0","0","0","0","0","0",26712416.000000000000000,26939234.000000000000000,27147223.000000000000000,27293998.000000000000000
"236",Ipiranga,"36",São Paulo,"33",Ipiranga,91.94,55.340439417011098,44.050467696323693,0.000000000000000,"1","1","0","0","0","0",7212103.000000000000000,7217191.000000000000000,7221241.000000000000000,7221241.000000000000000
"237",Sacomã,"36",São Paulo,"33",Ipiranga,90.34,0.000000000000000,0.000000000000000,0.000000000000000,"1","1","1","0","0","0",5663658.999999999068677,5663658.999999999068677,5663658.999999999068677,5663658.999999999068677
"238",Alto do Ipiranga,"36",São Paulo,"33",Ipiranga,160.81,0.000000000000000,0.000000000000000,0.000000000000000,"1","1","1","0","0","0",10024892.000000000000000,10024892.000000000000000,10024892.000000000000000,10024892.000000000000000
"239",Vila São José,"36",São Paulo,"33",Ipiranga,177.55,660.625176006758579,405.091523514502910,300.275978597578103,"1","1","0","0","0","0",10376892.000000000000000,10494186.000000001862645,10566110.000000000000000,10619423.999999998137355
"240",Vila Monumento,"36",São Paulo,"33",Ipiranga,165.19,144.373146074217573,117.949028391549120,167.873357951449862,"1","0","0","0","0","0",10759465.000000000000000,10783314.000000000000000,10802798.000000000000000,10830529.000000000000000
"241",Vila Independência,"36",São Paulo,"33",Ipiranga,170.22,0.000000000000000,0.000000000000000,0.000000000000000,"1","1","0","0","0","0",8832862.000000000000000,8832862.000000000000000,8832862.000000000000000,8832862.000000000000000
"242",Vila Carioca,"36",São Paulo,"33",Ipiranga,249.11,19.260567620729802,126.554534141543883,556.344586728754280,"1","1","1","0","0","0",9259904.000000000000000,9264702.000000000000000,9296228.000000000000000,9434819.000000000000000
"243",Moinho Velho,"36",São Paulo,"69",Sacomã,347.41,0.207247920324688,0.123773063527244,0.000000000000000,"1","1","0","0","0","0",19418801.000000000000000,19418873.000000000000000,19418916.000000000000000,19418916.000000000000000
"244",Vila Heliópolis,"36",São Paulo,"69",Sacomã,232.81,73.038099737983757,114.462437180533485,280.464756668527968,"1","1","0","0","0","0",10128186.000000000000000,10145190.000000000000000,10171838.000000000000000,10237133.000000000000000
"245",São João Clímaco,"36",São Paulo,"69",Sacomã,198.15,65.228362351753717,69.502901842038852,86.167045167802172,"1","0","0","0","0","0",9149902.000000000000000,9162827.000000000000000,9176599.000000000000000,9193673.000000000000000
"246",Anchieta,"36",São Paulo,"69",Sacomã,217.08,414.575271789202134,382.840427492168772,254.906025428413471,"1","0","0","0","0","0",11172979.000000000000000,11262975.000000000000000,11346082.000000000000000,11401417.000000000000000
